   3  192006  782270   0  -1  -1  -1  -1  -1  -1  -1  -1
   3  202006  792271   0  -1  -1  -1  -1  -1  -1  -1  -1
   3  212006  802272   0  -1  -1  -1  -1  -1  -1  -1  -1
   3  222006  812273   0  -1  -1  -1  -1  -1  -1  -1  -1
   3  232006  822274   0  -1  -1  -1  -1  -1  -1  -1  -1
   3  242006  832275   0  -1  -1  -1  -1  -1  -1  -1  -1
   3  252006  842276   0  -1  -1  -1  -1  -1  -1  -1  -1
   3  262006  852277   0  -1  -1  -1  -1  -1  -1  -1  -1
   3  272006  862278   0  -1  -1  -1  -1  -1  -1  -1  -1
   3  282006  872279   0  -1  -1  -1  -1  -1  -1  -1  -1
   3  292006  882280   0  -1  -1  -1  -1  -1  -1  -1  -1
   3  302006  892281   0  -1  -1  -1  -1  -1  -1  -1  -1
   3  312006  902282   0  -1  -1  -1  -1  -1  -1  -1  -1
   4   12006  912283   2   1   3   2   2   3   5   0   1
   4   22006  922284   1   1   1   2   1   5   0   1   4
   4   32006  932285   2   1   1   2   3   3   4   2   6
   4   42006  942286  17   4   5  14  19  12  23  28  37
   4   52006  952287  47  29  30  31  60 122  44  52  13
   4   62006  962288  14   7  17  37  14  18   7  10   9
   4   72006  972289   4   4   2   6   4   6   3   1   6
   4   82006  982290   7   6   1   5  13  11   6   7  11
   4   92006  992291  54  48  51  90  44  53  32  52  68
   4  102006 1002292  25  28  41  37  21  20  24  20  12
   4  112006 1012293   8  12  15   8   8   8   6   1  10
   4  122006 1022294   1   2   3   0   2   1   3   3   1
   4  132006 1032295  23   6  15  20  29  47  32  13  28
   4  142006 1042296  85  45  98 131 146  59 100  48  55
   4  152006 1052297  48  31  39  51  63  41  72  51  38
   4  162006 1062298  18  28  21  16  22  21  17  13  10
   4  172006 1072299   9  12   6   7   7   3   6   8  26
   4  182006 1082300  11  29  17   7   7   2   8   9  11
   4  192006 1092301   4  10   1   5   5   2   4   3   3
   4  202006 1102302   8   1   7   6  17  23  10   4   1
   4  212006 1112303  11   3   7   6  10  15  35  10   8
   4  222006 1122304  29  50  45  35  55  26  11   6   5
   4  232006 1132305  10   6  19  28   8   4   8   1  13
   4  242006 1142306   8  18  11  11  14   4   1   0  11
   4  252006 1152307   6  16   6   3   4  11   7   3   1
   4  262006 1162308   4  10   9   6   5   3   2   2   1
   4  272006 1172309   7   7   7   8   5   9   8   9   7
   4  282006 1182310  17  20  18  46  27  14   4   6   8
   4  292006 1192311   2   4   3   1   5   1   2   1   4
   4  302006 1202312   0   2   1   1   1   1   0   0   1
   5   12006 1212313   1   1   1   6   6   0   0   0   1
   5   22006 1222314   5   9   1   8   4   5   5   7   6
   5   32006 1232315   4   6   2   4   1   0   3   9  10
   5   42006 1242316  24   5   9  26  23  67  27  18  17
   5   52006 1252317  17  35  22  22  23  16   9   2   7
   5   62006 1262318  36  10  17  13  16  50  76  56  57
   5   72006 1272319  30  21  33  59  46  27  14  22  20
   5   82006 1282320  10  16  20  16  13   5   3   4   5
   5   92006 1292321   5   4   1   5  11   3   7   2   7
   5  102006 1302322   5   1   1   0   3   2   2  12  24
   5  112006 1312323  30  22  39  34  39  28  13  33  38
   5  122006 1322324  27  45  36  41  16  26  18  15  20
   5  132006 1332325  17  24  27  15  17  16   9  17  12
   5  142006 1342326  12  23  25  10  11   6   7   8   8
   5  152006 1352327   5   4   7   5   7   5   4   4   9
   5  162006 1362328   2   5   1   2   3   4   3   1   3
   5  172006 1372329   9  10  12   5   4  13  13   7   9
   5  182006 1382330  23  11  11  29  29  14  49  34  14
   5  192006 1392331  13  13  15  22   6   9  10  16  18
   5  202006 1402332  11  13   8  14  21   7  10  11   7
   5  212006 1412333  11  18   5   7  12   5  11  23   7
   5  222006 1422334  14  18   8   7  11  14  13  13  32
   5  232006 1432335   9  26  11  11   7   8   5   3   3
   5  242006 1442336   5   1   6   9   9  10   5   1   1
   5  252006 1452337   6   4   8   8   6   3   2   8  12
   5  262006 1462338   3   5   2   2   2   6   5   7   1
   5  272006 1472339   2   7   1   3   2   2   1   1   5
   5  282006 1482340   9   8  11  10  14   9   4   8  13
   5  292006 1492341   3   5   1   1   3   2   2   6   8
   5  302006 1502342  12   6   3   3  18  31  14  19   9
   5  312006 1512343   8  19   6   7   8   8   5   8   6
   6   12006 1522344  19  12  12  15  37  17  15  26  18
   6   22006 1532345  11  16  19  14  13   5  11   7   4
   6   32006 1542346   7   8   7   9   6  11   9   4   6
   6   42006 1552347   2   3   2   4   2   1   2   2   3
   6   52006 1562348   4   4   4   3   3   3   6   6   3
   6   62006 1572349  36  11  13  40  47  31  41  68  40
   6   72006 1582350  35  42  33  34  33  28  31  28  55
   6   82006 1592351  35  42  32  56  30  26  38  31  26
   6   92006 1602352  19  33  13  24  20  13  15  21  13
   6  102006 1612353  15  15  15  10  16  21  16  15  13
   6  112006 1622354  10  16   9   7   9  14  11   6  12
   6  122006 1632355   6   8   1   4   5  11  10   3  10
   6  132006 1642356   3   7   3   1   2   3   2   3   5
   6  142006 1652357  11   8   3   7  10   9  10  13  29
   6  152006 1662358  35  15  26  54  58  48  26  26  33
   6  162006 1672359  16  20  16  18  11   9  13  22  19
   6  172006 1682360  16  13  17  40  17  14  14  14   5
   6  182006 1692361  11   3  10  26  30   8   4   5   6
   6  192006 1702362   3  13   5   3   0   1   1   1   2
   6  202006 1712363   4  11   3   2   4   6   4   2   3
   6  212006 1722364   3   1   1   1   2   3   7   4   5
   6  222006 1732365   8   7  11   9  10   7   7  13   6
   6  232006 1742366   1   1   1   1   1   2   3   4   2
   6  242006 1752367   3   1   1   1   2   6   6   7   5
   6  252006 1762368   6  12   6   5  12   5   5   2   5
   6  262006 1772369   2   2   1   2   4   3   3   1   3
   6  272006 1782370   8   4   4   1   6  11  12   9  17
   6  282006 1792371  25  22  16  34  30  46  14  24  20
   6  292006 1802372  18  17  16  15  18  20  23  19  19
   6  302006 1812373  15  16  14  17  14  30  16   9   8
   7   12006 1822374  10   9  12  14  14  13   9   6   5
   7   22006 1832375   6   7   5  10   8   8   5   4   4
   7   32006 1842376   5   3  10   5   7   4   4   5   6
   7   42006 1852377  20   3   7   8  12  40  19  26  50
   7   52006 1862378  31  44  56  61  19  13  16  18  25
   7   62006 1872379  16  26  18  27  18   9  13  12  10
   7   72006 1882380  11   9   8  12  11  18  18   8   4
   7   82006 1892381   3   4   3   9   3   0   0   3   5
   7   92006 1902382   5   1   2   1   1   1   2   5  34
   7  102006 1912383  18  20  10   7  15  21  37  26  11
   7  112006 1922384  11   2   4   7  12  16  18  20  14
   7  122006 1932385  20  15  13  20  42  45  12   9   8
   7  132006 1942386   7  11  12  11  11   7   3   1   4
   7  142006 1952387  20   7   9   6  18  38  41  33  14
   7  152006 1962388   7   2   9   9  11  15   4   4   6
   7  162006 1972389   3   2   7   4   4   2   3   2   2
   7  172006 1982390   3   4   3   2   5   5   6   5   1
   7  182006 1992391   3   2   5   0   6   3   7   4   1
   7  192006 2002392   1   2   4   2   1   0   1   1   3
   7  202006 2012393   4   3   6   2   4   6   3   3   5
   7  212006 2022394   1   3   2   2   2   1   0   2   0
   7  222006 2032395   5   2   9  10   7   2   2   1  10
   7  232006 2042396   5   8   5   7   7   4   4   3   5
   7  242006 2052397   9   6   3  12  10  14  19   3  12
   7  252006 2062398  10  16  16   9   4  12   8   5  12
   7  262006 2072399   7  20   9   5  10   6   4   2   3
   7  272006 2082400  12   3   2   6   5  18  15  22  32
   7  282006 2092401  38 103  81  35  39  21  17   3   9
   7  292006 2102402   5  14   3   5   6   3   2   7   3
   7  302006 2112403   5   7  10   7   5   1   7   1   9
   7  312006 2122404  25  11  22  26  33  48  19  17  29
   8   12006 2132405  23  19  30  30  38  27  24   7  11
   8   22006 2142406  16  17  18  22  16  15  10   7  28
   8   32006 2152407   8  15   9   5   7   5   2   8  13
   8   42006 2162408   2   3   5   1   1   1   0   2   5
   8   52006 2172409   4  10   8   4   2   2   2   4   1
   8   62006 2182410   5   4   2   6   6   7   9   2   4
   8   72006 2192411  44  24  37  60  88  53  51  26  19
   8   82006 2202412  18  18  20  31  22  19  18  15   6
   8   92006 2212413  15  12  23   8  34  16  10   8  16
   8  102006 2222414   5   4   2   2   2   6   1   5  18
   8  112006 2232415   9   9  10   8  12  14  11   7   7
   8  122006 2242416  11  10  17  12   9  10  17   9   6
   8  132006 2252417   2   1   1   1   5   2   4   2   3
   8  142006 2262418   3   2   1   5   5   8   3   3   2
   8  152006 2272419   4   2   2   2   4   3   8   3   8
   8  162006 2282420   4   6   2   3   6   7   2   3   5
   8  172006 2292421  10   1   3  18   9   9   9  14  20
   8  182006 2302422  18  13  27  25  18  17  18   9  19
   8  192006 2312423  52  12   8   7  27  89  78 102  96
   8  202006 2322424  27  56  78  16  11  11  21  14  14
   8  212006 2332425  21  13  22  12  14  17  23  24  44
   8  222006 2342426  34  30  15  50  45  40  55  30  10
   8  232006 2352427   8  11  19  20   4   2   3   4   6
   8  242006 2362428   8  15   6   3   2   9  17   9   9
   8  252006 2372429   2   3   1   1   5   1   1   2   2
   8  262006 2382430   4   3   4   6   1   2   2   6   8
   8  272006 2392431  26  10   8  13  29  37  43  38  35
   8  282006 2402432  23  44  30  20  14  11  27  22  20
   8  292006 2412433  16  22  13  17  33  12  17  13   6
   8  302006 2422434  12   7   6  16  21   9  15  15  11
   8  312006 2432435  17   7   8  24   9  13  24  29  27
   9   12006 2442436  27  27   6  18  21  20  35  47  45
   9   22006 2452437  14  20   7   6  11  15  14  20  21
   9   32006 2462438  10  12  13  10  10  10   9   5  17
   9   42006 2472439  31  34  76  38  25  15  20  28  15
   9   52006 2482440  18  17  17  21  28  14  29  16   9
   9   62006 2492441  14  10  11   9  20  27  14  17   7
   9   72006 2502442  12   6   9  25  11  22  17   8   4
   9   82006 2512443   5   7   9   7   4   6   3   3   8
   9   92006 2522444   2   7   6   2   2   1   1   2   2
   9  102006 2532445   8   5   7   6   6   7  12  12   9
   9  112006 2542446  13  21  19  19  19  14   6   2   5
   9  122006 2552447   9   8   4  13  15   7   5  11   9
   9  132006 2562448   9   6  19  20  12  11   4   5   1
   9  142006 2572449   7   3  14  11  17   7   2   3   3
   9  152006 2582450   1   2   0   3   1   1   0   1   2
   9  162006 2592451   4   3   2   1   4   7   8   9   2
   9  172006 2602452  23   6   8  13  39  42  11  46  26
   9  182006 2612453  38  50  38  34  39  31  25  55  37
   9  192006 2622454  21  30  23  39  23  20  15  13   8
   9  202006 2632455   4   9   7   8   3   1   2   6   1
   9  212006 2642456   3   2   2   3   6   6   3   3   5
   9  222006 2652457   2   1   3   2   4   1   1   5   3
   9  232006 2662458  19   5   8   6   7   7  13  35  71
   9  242006 2672459  38  70  51  37  58  42  15  14  18
   9  252006 2682460  14  13  12   8  33  20   7   6  17
   9  262006 2692461  13  11  17  11   7  13  15  14  17
   9  272006 2702462   7  17   8   4  10   4  10   7   2
   9  282006 2712463   7   7   5   8  10   6   3   7  17
   9  292006 2722464   7  14   2   6   3   8  10  16   3
   9  302006 2732465  25   7  35  38  46  17  16  15  26
  10   12006 2742466  35  44  54  47  45  34  27  12  18
  10   22006 2752467  13  10   8  17  11  16  13  15  14
  10   32006 2762468  12   9  12   8  13  19  16   7  12
  10   42006 2772469   6   5   9   5   2   5  19   7   3
  10   52006 2782470   6   5   3   7   4   8   4  14   7
  10   62006 2792471   5   0   2  12  12   5   2   3   6
  10   72006 2802472  15   4   7   4   2  13  30  26  41
  10   82006 2812473  11  17   7   8  22  11   9  10   7
  10   92006 2822474   6   3  15  10   4   2   1  10   8
  10  102006 2832475   3   8   5   2   3   1   2   4   5
  10  112006 2842476   6   8   7   6   6   9   6   4   3
  10  122006 2852477   9   8   2   4   8  17  12   3  18
  10  132006 2862478  42  13  21  60  55  34  28  68  60
  10  142006 2872479  35  39  29  23  39  25  51  36  41
  10  152006 2882480  18  17  23  17  23  14  15  25  12
  10  162006 2892481  13  11   8  14   7  16  13  14  23
  10  172006 2902482   4   6   4   2   9   7   3   4   3
  10  182006 2912483   4   4   5   4   7   1   1   9   5
  10  192006 2922484   4   1   6   2  12   6   3   1   3
  10  202006 2932485  25  15   7  19  25  35  43  30  30
  10  212006 2942486  31  44  18  28  23  32  55  34  20
  10  222006 2952487  21  15  31  20   9  20  20  29  31
  10  232006 2962488   6   5   1   1  10   4   8   7  14
  10  242006 2972489   9   3   6  16   9  10   6  13  10
  10  252006 2982490   7  10  11  16   7   4   7   3   1
  10  262006 2992491   4   4   3   6   7  10   4   1   1
  10  272006 3002492   7   6   3   2   7   5   3  16  20
  10  282006 3012493  24   8  10  16  29  26  28  34  44
  10  292006 3022494  30  29  26  31  22  26  22  43  43
  10  302006 3032495  16  26  14  16  36  11  16   6   7
  10  312006 3042496   8  10   2   3   4  10  13  10  17
  11   12006 3052497  11   7   9   5   7  23  16  11  10
  11   22006 3062498  15  14  12   7   9  13  21  32  18
  11   32006 3072499  14   9  13   8  23  39  10   8   4
  11   42006 3082500  14  13  19  14  11   7  18  18  13
  11   52006 3092501  10   1   7  14  20  16  17   6   4
  11   62006 3102502   3   2   2  10   3   1   0   4   7
  11   72006 3112503   1   3   3   1   1   0   1   1   1
  11   82006 3122504   1   3   2   0   0   1   1   2   2
  11   92006 3132505  16   3   0   0   1   9  28  39  49
  11  102006 3142506  48  48  59  41 104  48  23  41  23
  11  112006 3152507  33  33  28  46  32  38  40  28  23
  11  122006 3162508  11  20  14  16  16  11   4   4   4
  11  132006 3172509   2   3   3   6   0   1   1   0   2
  11  142006 3182510   9   3   8   7   8  10  10  13  20
  11  152006 3192511  12  17  16   6  10   8   9   8  23
  11  162006 3202512  11  37  15  12   6   6   6   7   5
  11  172006 3212513  11  12  15   6   9  25  11   5   6
  11  182006 3222514   3   2   2   4   5   4   3   4   6
  11  192006 3232515   6   6  12  10  12   4   2   1   6
  11  202006 3242516   3   5   4   4   1   8   1   0   1
  11  212006 3252517   6  11   7   8   3  16   3   2   5
  11  222006 3262518  10   2   3   6  13  13   7  21  21
  11  232006 3272519  31   5  12  38  48  41  36  37  33
  11  242006 3282520  27  23  42  40  30  34  15  20  17
  11  252006 3292521  25  13  19  14  13  24  50  46  21
  11  262006 3302522  19  16  20  26  16  20   9  26  20
  11  272006 3312523  15  15  13  13  24  11  18  23   6
  11  282006 3322524  10   7   8   5  10  16  12   9  13
  11  292006 3332525  11  12  26  12   8   5   6  10  12
  11  302006 3342526  44  18  33  68  72  89  52  15   9
  12   12006 3352527   8   5   4   2  10   9  11  18  12
  12   22006 3362528   3   4   5   4   1   6   3   3   5
  12   32006 3372529   5   3   9   5   1   2   9   8   8
  12   42006 3382530   1   1   2   2   0   0   2   4   4
  12   52006 3392531   8   2   1   2  24   6  13   7  12
  12   62006 3402532  43  32  26  25  60  60  36  75  35
  12   72006 3412533  37  50  36  47  37  44  42  18  26
  12   82006 3422534  36  27  56  44  49  33  27  37  22
  12   92006 3432535  14  10  13   8   0   3  21  21  43
  12  102006 3442536  27  15  21  13  22  41  52  20  39
  12  112006 3452537  22  24  26  29  14  13   8  16  52
  12  122006 3462538  40  24  51  32  30  50  44  55  37
  12  132006 3472539  12  32  23   7   5   6   6   7  17
  12  142006 3482540  74  16  13  11  16  94 116 106 225
  12  152006 3492541 116 286 181 123  95 113  54  48  28
  12  162006 3502542  19  19  24  11   9   5  22  36  28
  12  172006 3512543   9  19   8   7   3   4  11  17   3
  12  182006 3522544  18   6  11   6  20  14  28  20  39
  12  192006 3532545  23  19  25  15  46  39  16  16  15
  12  202006 3542546  40  40  25  21  24  60  36  63  52
  12  212006 3552547  29  44  24  34  31  33  34  19  14
  12  222006 3562548  30  21  28  33  58  25  29  25  28
  12  232006 3572549  23  15  14  25  19  33  40  32  13
  12  242006 3582550  18  20  11  17  14  25  30  21  12
  12  252006 3592551  13  22  16  18  10  14  16   5   8
  12  262006 3602552   7   9   4   8   5  14  11   7   2
  12  272006 3612553   3   3   4   4   2   5   3   3   1
  12  282006 3622554   3   2   3   0   0   2   3   9   7
  12  292006 3632555   4   5   4   1   5   4   4   8   7
  12  302006 3642556   6   8   5   3   8   8   5   8   3
  12  312006 3652557   4   6   3   3   2   2   4   4   9
   1   12007   12558  23   9   6   7  26  40  29  23  47
   1   22007   22559  37  45  30  18  58  67  35  23  27
   1   32007   32560  36  19  35  26  45  61  50  26  27
   1   42007   42561  25  19  23  33  30  28  31  20  17
   1   52007   52562  16  15  14  14  21  31  16  10  10
   1   62007   62563   8   7  10   7   3   9  19  10   6
   1   72007   72564   3   4   3   2   4   9   1   1   2
   1   82007   82565   5   5   7   2   3   9   7   8   4
   1   92007   92566   8   1   5  13   7   9  13  14   4
   1  102007  102567  13   6  14   9  24  13  27   9   7
   1  112007  112568  13  10  16  18   8  15  12  17   9
   1  122007  122569   5  21   4   4   5   1   4   0   2
   1  132007  132570   0   0   1   0   0   0   0   0   1
   1  142007  142571   6   1   2   5   2  12   7   8  14
   1  152007  152572  26  10  14  21  29  69  31  28   8
   1  162007  162573  23   4  43  11  13  18  27  31  39
   1  172007  172574  37  51  34  33  31  36  23  64  25
   1  182007  182575  29  21  24  25  36  29  31  31  41
   1  192007  192576  20  18  34  12  15  28  18  16  24
   1  202007  202577  14  18  10  14  19   8  13  13  20
   1  212007  212578  14  13  18  17  20  13  14  15   4
   1  222007  222579   6   5   3   6   7   8   7  14   3
   1  232007  232580   4   6   8   3   8   3   3   1   3
   1  242007  242581   3   1   1   3   2   3   8   5   4
   1  252007  252582   4   1   1   4   9   3   5   4  11
   1  262007  262583   5   6   3   7   7   8   5   1   6
   1  272007  272584   6   4  10   2   5   7   0   6  16
   1  282007  282585   9  16  11   7   8   5   4  10  11
   1  292007  292586  51  22  13  28  15 101 120  70  43
   1  302007  302587  36  36  38  36  35  48  29  37  30
   1  312007  312588  30  26  23  23  30  29  42  41  30
   2   12007  322589  17  25  12  22  22  12   9  20  19
   2   22007  332590   6   5   7   8   7   6   8   6   6
   2   32007  342591   4   7  10   5   6   2   1   1   1
   2   42007  352592   4   4   6   6   9   1   1   2   8
   2   52007  362593  12   8   9   8  12  20  12  15  13
   2   62007  372594  11  10  18  18  18   5   9   9   8
   2   72007  382595  24  23  15  25  29  20  20  44  20
   2   82007  392596  15  14  23  16  15  14  25  10  10
   2   92007  402597   9  10  14  14  10   2   8   9   8
   2  102007  412598   6  12   6   2   0   1  13   9   9
   2  112007  422599   4   2   4   1   0   0   0  12  13
   2  122007  432600  13   3   2   2  17  26  23  11  25
   2  132007  442601  30  21  17  16  12  10  39  48  80
   2  142007  452602  28  37  22  24  29  20  27  56  16
   2  152007  462603  19  14  30  12  22  17  18  31  15
   2  162007  472604  13  10   9  10   6  15  12  19  24
   2  172007  482605  16  14  18  10  13  29  22   7  22
   2  182007  492606   9   8   1   4  12  12  14  12   9
   2  192007  502607   5   2   2   2   5  11  12   3   4
   2  202007  512608   3   0   4   1   6   3   8   1   5
   2  212007  522609   1   2   4   1   1   1   0   0   0
   2  222007  532610   4   2   2   0   1   5   8   6  11
   2  232007  542611   3   7   3   2   1   3   3   7   4
   2  242007  552612   3  11   2   2   2   3   2   3   1
   2  252007  562613   6   7   6   2   1   3  12  17   6
   2  262007  572614  10  17  35  14  13   1   0   1   2
   2  272007  582615  20   1   4  31  18  12  29  38  29
   2  282007  592616  35  30  46  47  37  25  29  28  38
   3   12007  602617  18  40  15  22  18  25  17   6   4
   3   22007  612618   7   3   5  11   8   8   3   9  10
   3   32007  622619   2   1   0   1   0   3   6   4   3
   3   42007  632620   6   2   4   7   7   8   1  10  14
   3   52007  642621  16  20   5   8  31  15  10  32  13
   3   62007  652622  26  29  44  19  44  33  10   8  28
   3   72007  662623  28  35  21  28  33  30  37  21  24
   3   82007  672624   6  16  10   6   6   2   5   8   2
   3   92007  682625   4   2   4   1   3   4   5   9  10
   3  102007  692626   7   8   4   7   5   4   8  13   7
   3  112007  702627  17   3   4  11  25  24  26  27  19
   3  122007  712628  20  11  13   7  18  42  19  27  24
   3  132007  722629  40  79  38  42  41  38  31  26  28
   3  142007  732630  17  24  19  12  22  23  20  13   5
   3  152007  742631  17   7  10  23  21  17  16  21  25
   3  162007  752632  17  28  24   6   7  17   7  12  42
   3  172007  762633  12  17  16  15  15  12  11  10   1
   3  182007  772634   4   2   2   4   6   8   9   2   6
   3  192007  782635   3   1   5   3   6   2   1   2   4
   3  202007  792636   2   2   1   1   0   4   4   3   3
   3  212007  802637   2   1   1   5   4   3   3   1   1
   3  222007  812638   5   5   3   4   4   2  14   7   6
   3  232007  822639  18   3   7   8  21  34  30  17  31
   3  242007  832640  29  33  40  36  54  39  11  10  14
   3  252007  842641  19  17  11  14  47  39  11   8  12
   3  262007  852642  18   6  10  14  11  14  50  19  20
   3  272007  862643  20  12  25  21  35  10  16  33  14
   3  282007  872644  10  17  19  11  11   5   8   7   4
   3  292007  882645   3   5   4   1   0   3   1   3   9
   3  302007  892646   8  16   7   7  18  15   1   0   0
   3  312007  902647   6   1   4   4   7   7   5   6  14
   4   12007  912648  46  54  48  54  40  45  35  35  61
   4   22007  922649  40  50  53  56  38  36  22  39  33
   4   32007  932650  20  21  25  17  17   7  42  19  12
   4   42007  942651  16  24  21  12  19  13   9  14  22
   4   52007  952652   6   7   7   9   4   2   9   2  10
   4   62007  962653   6   8   7   8   4   5   5   7   7
   4   72007  972654   3  14   4   1   0   4   2   1   2
   4   82007  982655   5   1   1   5   5   3   7   2  18
   4   92007  992656  18  34  30  43  19   9   3   4   8
   4  102007 1002657  12  10   4   1  13  15  22  15  16
   4  112007 1012658   5  11  13   7   6   3   2   0   4
   4  122007 1022659  17  13  14  11  28  35  19  14   5
   4  132007 1032660   1   3   1   2   1   1   1   0   0
   4  142007 1042661   7   1   7   6   2   8   7   4  22
   4  152007 1052662   8  14  10  11  11   9   6   2   1
   4  162007 1062663   0   0   1   0   0   3   2   0   1
   4  172007 1072664  19   1   7  13  25  33  27  26  27
   4  182007 1082665  13  20  15   7   7   9  10  20  20
   4  192007 1092666   8  14  12   9  11   8   5   2   7
   4  202007 1102667   3   8   6   3   0   3   2   2   7
   4  212007 1112668   2   2   4   1   1   1   2   3   3
   4  222007 1122669  17  15  13  11  25  14  22  19  24
   4  232007 1132670  23  51  65  47  10   3  10   1   1
   4  242007 1142671   6   7   5   7   7   3   4   9  11
   4  252007 1152672   8  13   9   7   4  13  13   3   3
   4  262007 1162673  10  13   5   2   6  11  16  17  15
   4  272007 1172674  24  13   8   7  28  18  26  39  57
   4  282007 1182675  43  36  44  39  46  57  43  41  43
   4  292007 1192676  35  40  42  50  42  27  20  31  28
   4  302007 1202677  26  41  39  48  27  12  23   9   9
   5   12007 1212678  13  17  20  23   7   8  12  10  12
   5   22007 1222679   2   6   5   0   1   2   3   0   3
   5   32007 1232680   6   3   2   8   4   6   9  11   5
   5   42007 1242681   3   4   1   0   8   5   1   5   0
   5   52007 1252682   2   3   1   3   4   0   1   1   4
   5   62007 1262683   1   2   0   0   0   0   1   1   4
   5   72007 1272684  24   4   4  23  17  25  67  26  31
   5   82007 1282685  23  15  36  31  22  24  20  23  17
   5   92007 1292686   9   9  12  13   9   9   9   6   8
   5  102007 1302687   5   4   1   2   3   2   5  16  10
   5  112007 1312688   3   2   1   1   5   7   3   5   6
   5  122007 1322689   3   6   6   2   5   2   1   1   4
   5  132007 1332690   3   2   8   4   5   0   3   1   1
