0    --------------------- Tests for Math ----------------------
      1.0   2.0   3.0
     -1.1   0.5   2.0
     -2.00  4.00  7.0
0      --------------------- Tests for Time ----------------------
0   100  xx UpCaseSt
0      Case
0   101  xx INITTIME
0
0   102  xx GETINTMON
0      May
0   103  xx GETINTDAY
0      Tue
0   104  xx DAYOFWEEK
0      2448088.5
0   105  xx DAYLIGHTST
0       1998
106  xx JULIANDAY
     1996 10 26 14 20 0.00
107  xx JULIANDAYALL
     1998  5 14 12 4 7.80000 G
108  xx DAY2MDHMS
     1998 245.34587623
109  xx INVJULIANDAY
     2449877.3458762
110  xx FINDDAYS
     1992  5  8  0 0 0.000
110  xx FINDDAYS
     1992  5  8  23 59 59.994
110  xx FINDDAYS
     2001 3 18 12 14 0.000
111  xx LSTIME
     -104.000  2448855.00972220
111  xx LSTIME
     298.2213  2446066.7833333
111  xx LSTIME
     -104.883  2451545.500000
112  xx SUNRISESETNEW
     2450165.75   40.0     0.000000 S
113  xx MOONRISESET
     2449809.5    40.0     0.000000
114  xx HMS_SEC
     12 34 56.233 TOO
115  xx HMS_UT
     13 22 45.98 TOO
116  xx HMS_RAD
     15 15 53.63 TOO
117  xx DMS_RAD
     -35  -15  -53.63 TOO
0         --------------------- Tests for 2body ---------------------
150  xx   ELORB
                 -605.792216600 -5870.229511080   3493.053198960
                  -1.5682542900  -3.7023489100  -6.4794839500
150  xx   elliptical ----------------------------\n' );
                 6524.834000000  6862.875000000   6448.296000000
                    4.9013270000   5.5337560000  -1.9763410000
150  xx   elliptical ----------------------------\n' );
                 7253.755711163 -6718.904276754  -5453.430870858
                     5.1467799360   3.5740223606   0.3012640175
150  xx   elliptical ----------------------------\n' );
                 6736.551306205 -5709.020679231   -525.369058131
                    -4.7282516696  -4.9753014767   1.1606611149
150  xx   near circular inclined ----------------------------\n' );
                -2693.345022645  6428.433074941   4491.376922698
                   -3.9548475642  -4.2809668434   3.7556718640
150  xx   near circular inclined ----------------------------\n' );
                -4662.010584046 -4333.718305450  -5313.742654607
                   -5.3156717595   0.2702069961   4.4433312061
150  xx   circular inclined ----------------------------\n' );
                -2693.345550101  6428.434253559   4491.377820504
                   -3.9548471225  -4.2809658538   3.7556710454
150  xx   circular inclined ----------------------------\n' );
                -7079.688344834  3167.877188234  -2931.538673016
                    1.7760808033   6.2377093319   2.4513401795
150  xx   elliptical near equatorial ----------------------------\n' );
                21638.610928074 -14058.772318870   -0.000359803
                    2.1637806072   3.3269434849   0.0000000416
150  xx   elliptical near equatorial ----------------------------\n' );
                 7546.9914487222 4685.103283436    -0.000359803
                     3.7960701605  -1.1577352048   0.0000000416
150  xx   elliptical equatorial ----------------------------\n' );
                -22739.108659621 -22739.108659621    0.000000000
                    2.4851400419  -2.0200411207   0.0000000000
150  xx   elliptical equatorial ----------------------------\n' );
                28242.366282204  2470.886880840    0.000000000
                    0.6657521506  -3.6253302219   0.0000000000
150  xx   circular near equatorial ----------------------------\n' );
                -2547.369745493 14446.851725460    0.000000000
                   -5.1334515633  -0.9051660148   0.0000009098
150  xx   circular near equatorial ----------------------------\n' );
                 7334.858850000 -12704.348194546    0.000000000
                    -4.5142815431  -2.6063216641   0.0000009098
150  xx   circular equatorial ----------------------------\n' );
                 6199.690594601 13295.279385139    0.000000000
                    -4.7242592394   2.2029582625   0.0000000000
150  xx   circular equatorial ----------------------------\n' );
                 6199.690594601 -13295.279385139    0.000000000
                    -4.7242592394  -2.2029582625   0.0000000000
0  150  xxparabolic ----------------------------\n' );
0                   3773.375370893 -8221.009754418  -2384.366380699
0                       9.0803778759  -0.6389504285  -1.5358015696
0  150  xxparabolic ----------------------------\n' );
0                  -6597.319126750 -3071.003443807   1106.940983879
0                      1.0453091742   6.1545821004   8.3266083284
0  150  xxhyperbolic ---------------------------\n' );
0                   5844.862878871  4468.361415334  -8871.748111235
0                       1.3539552226   8.7245193998  -3.0122425354
0  150  xxhyperbolic ---------------------------\n' );
0                  78553.277524455 -45032.614967146  -24162.780497698
0                     -4.6663202407   1.7115410213   1.2872616011
151  xx RANDV p     a     ecc      incl     omega    argp     Nu        ArgLat  TrueLon  LonPer
     1.92000      2.000 0.200000  30.0000  30.0000 220.0000  65.0000   0.0000    0.0000   0.0000
151  xx RANDV
     1.48498      1.500 0.100000 170.0000 300.0000  25.0000 315.0000   0.0000    0.0000   0.0000
151  xx RANDV
     1.30001      1.300 0.000000  50.0000  80.0000   0.0000   0.0000  45.0000    0.0000   0.0000
151  xx RANDV
     1.30001      1.300 0.000000 115.0002 200.0000   0.0000   0.0000 315.0000    0.0000   0.0000
151  xx RANDV
     4.12800      4.300 0.200000   0.0000   0.0000   0.0000 205.0000   0.0000    0.0000  20.0000
151  xx RANDV
     4.25706      4.300 0.100000 180.0000   0.0000   0.0000 115.0000   0.0000    0.0000 240.0000
151  xx RANDV
     2.30000      2.300 0.000000   0.0000   0.0000   0.0000   0.0000   0.0000   65.0000   0.0000
151  xx RANDV
     2.30000      2.300 0.000000 180.0000   0.0000   0.0000   0.0000   0.0000  265.0000   0.0000
151  xx RANDV
     2.20000 999999.990 1.000000  15.0000  35.0000 200.0000  60.0000   0.0000    0.0000   0.0000
151  xx RANDV
     2.20000 999999.990 1.000000 120.0000 210.0000  35.0000 335.0000   0.0000    0.0000   0.0000
151  xx RANDV
     2.41503     -3.500 1.300000  55.0000  95.0000 215.0000  75.0000   0.0000    0.0000   0.0000
151  xx RANDV
     2.41519     -3.500 1.300000 165.0000 235.0000  35.0000 230.0000   0.0000    0.0000   0.0000
151  xx RANDV
     4.25706      4.300 0.100000 180.0000   0.0000   0.0000 115.0000   0.0000    0.0000 120.0000
151  xx RANDV
     1.50000      1.562 0.200000 180.0000   0.0000   0.0000 270.0000   0.0000  315.0000  45.0000
151  xx RANDV
     1.50000      1.562 0.200000  90.0000 270.0000 180.0000 225.0000  45.0000  315.0000   0.0000
151  xx RANDV
     1.50000      1.500 0.000000  60.0000 150.0000   0.0000   0.0000 270.0000  420.0000   0.0000
151  xx RANDV
     1.028985755  1.029014083    0.005246839   45.000000000  -38.784170000   69.628610000    0.00   0.000  0.000  0.00
152  xx FINDC2C3
     0.5678
153  xx NEWTONE
     0.34  334.567
154  xx NEWTONM
     0.4  235.40000
155  xx NEWTONNU
     0.34  134.567
156  xx KEPLER
     1.000000  0.000000  0.000000  | -0.320667  0.000000  1.236435  1.277340
     0.000000  0.000000  1.100000  | -0.879977  0.000000 -0.037311  0.880767
     1613.621982
156  xx KEPLER
     0.000000  1.000000  0.000000  |  0.000000 -1.000000  0.000000  1.000000
     0.000000  0.000000  1.000000  |  0.000000 -0.000000 -1.000000  1.000000
     2534.6714831247
156  xx KEPLER
     0.000000  0.000000 -0.500000  |  0.00000 181.70654 16508.13626 16509.136260
     0.000000  2.000000  0.000000  |  0.000000  0.000061  0.011006  0.011007
     806810991.3067
156  xx KEPLER
     0.300000  1.000000  0.000000  | 13.962331 -0.117204  0.000000 13.962823
     3.000000  0.000000  0.000000  |  2.678114 -0.237595  0.000000  2.688633
     4034.054955
156  xx KEPLER
     0.500000  0.700000  0.800000  |  0.040156  0.266482  1.956624  1.975096
     0.000000  0.100000  0.900000  | -0.229145 -0.275504  0.041062  0.360688
     -16136.219826134
156  xx KEPLER
     0.025917 -0.150689  1.138878  |  0.008536 -0.052990  0.386399  0.390109
     0.000361  0.001974  0.002177  |  0.041204 -0.243409  1.823540  1.840175
     1210.216487
156  xx KEPLER
     -0.500000  0.000000  0.000000  |152.676676 14.570929  0.00000 153.370399
      0.000000  1.999000  0.000000  |  0.095052  0.002525  0.000000  0.095086
     8068109.91306733
156  xx KEPLER
     1.567900  0.000000  0.000000  | -4.825994  7.301369  0.000000  8.752154
     0.000000  1.163800  0.000000  | -0.457186  0.313585  0.000000  0.554395
     10799.97193
156  xx KEPLER
     0.000000  1.100000  0.000000  |
     1.414214  0.000000  0.000000  |
     1791.12040
156  xx KEPLER
     0.200000  0.000000  0.000000  |
     3.162277  0.000000  0.000000  |
     177175.69360
156  xx KEPLER
       1.61187749    2.27697231   -1.28226775    3.07033590   1  skills
      -0.42500561    0.26042226    0.05426795    0.50139259
     172800.0000  (2 days)
156  xx KEPLER
       2.75514150   -1.35504903    0.00000000    3.07033590   2  skills
       0.17280926    0.47067132    0.00000000    0.50139259
     172800.0000 (2 days)
156  xx KEPLER
      -2.38288473    0.11711527    0.74709060    2.50000000   3  skills
       0.02962808   -0.60282745    0.18900063    0.63245553
     172800.0000  (2 days)
156  xx KEPLER
      -1.76776695    1.76776695    0.00000000    2.50000000   4  skills
      -0.44721360   -0.44721360    0.00000000    0.63245553
     172800.00000 (2 days)
156  xx KEPLER  book
      0.17738000   -0.35784000    1.04614000    2.00000000   4  skills
     -0.71383000    0.54436000    0.30723000    0.63245553
      2400.000000  (40 mins)
0   157  xx FINDTOF
0     1.023  1.076   1.011
0     2.452  1.23   -2.345   1.567
158  xx IJKTOLATLONA
     1.023  1.076  1.011
     2449773.00000000
159  xx GEOCGEOD
     34.173429 TOO
160  xx SIGHT
     0.0   -0.7   -0.8
     0.0    0.9    0.5 E
161  xx SUN UT       Day Mon      Year
     2449444.500000
162  xx MOON
     2449470.5000000
163  xx LIGHT
     1.23  -2.31  1.32
     2448384.3454 E
164  xx CHECKHITEARTH
     2
0   165  xx SATFOV
0      12  23  4   5   7  23.43 4 4
166  xx RNGAZ Launch Lat         Lon          Target Lat       Lon
     10.0000       10.00000        20.0000       125.000
166  xx RNGAZ Launch Lat         Lon          Target Lat       Lon
     40.0000     -100.00000        60.0000       325.000
166  xx RNGAZ Launch Lat         Lon          Target Lat       Lon
     -50.0000       90.00000        35.0000        35.000
167  xx PATH Launch Lat         Lon          Range km       Az  deg
     10.0000       10.00000        2000.00       125.000
167  xx PATH Launch Lat         Lon          Range km       Az  deg
     40.0000     -100.00000        6000.00       325.000
167  xx PATH Launch Lat         Lon          Range km       Az  deg
     -50.0000       90.00000        3500.00        35.000
0      ---------------------  Tests for iod -----------------------
200  xx SITE
     29.800000    15.0000    350.2132809
0   201  xx ANGLESLAPLACE ESCpg 282  Hr Min Sec     Lat         Lon        Alt ft   Rt Asc      Decl  Esc pg 288
0      1959 Mar  2 18  4 57.67    35.673222  139.535250  190.28 223.1292076  23.999861
0      1959 Mar  2 19 19 13.52   -25.959639   28.247528 5065.62  86.8806664   2.136889
0      1959 Mar  2 19 21  8.99   -25.959639   28.247528 5065.62  98.8933747   7.925000
0   201  xx ANGLESLAPLACE ESCpg 282  Hr Min Sec     Lat         Lon        Alt ft   Rt Asc      Decl  ESC pg 288
0      1963 Oct 12  7  0  0.1099  40.000000  250.00000 16404.24 153.69490   36.27260
0      1963 Oct 12  7 20  0.1465  40.000000  250.00000 16404.24 186.72960   24.89180
0      1963 Oct 12  7 39 59.5239  40.000000  250.00000 16404.24 202.94750    9.87230
0   201  xx ANGLESLAPLACE ESCpg 282  Hr Min Sec     Lat         Lon        Alt ft   Rt Asc      Decl  ESC pg 289
0      1963 Jun  1 10 59 59.5605  36.459400  353.793500  259.19  96.76750   34.17590
0      1963 Jun  1 16  0  0.1099  36.459400  353.793500  259.19 182.55330   35.21270
0      1963 Jun  1 21  0  0.0000  36.459400  353.793500  259.19 215.09860    8.42890
0   201  xx ANGLESLAPLACE ESCpg 282  Hr Min Sec     Lat         Lon        Alt ft   Rt Asc      Decl  ESC pg 290
0      1959 Sep 28 19 39 27.226  -31.101800  136.754000  531.50  97.79090  -20.49790
0      1959 Sep 28 20 34 23.675   32.424100  253.448500 5416.67 285.33450   27.45520
0      1959 Sep 28 21 31 54.180   32.424100  253.448500 5416.67 299.45920   30.25570
0   201  xx ANGLESLAPLACE ESCpg 282  Hr Min Sec     Lat         Lon        Alt ft   Rt Asc      Decl  ESC pg 291
0      1959 Sep 26 21 25 37.403   36.463833  353.794861   78.74 254.67321   13.09275
0      1959 Sep 26 21 26 37.862   36.463833  353.794861   78.74 260.94112   13.28569
0      1959 Sep 26 21 27 45.919   36.463833  353.794861   78.74 269.85375   13.00425
0   202  xx ANGLESGAUSS
0      1959 Sep 26 21 25 37.403   36.463833  353.794861   78.74 254.67321   13.09275
0      1959 Sep 26 21 26 37.862   36.463833  353.794861   78.74 260.94112   13.28569
0      1959 Sep 26 21 27 45.919   36.463833  353.794861   78.74 269.85375   13.00425
203  xx RV_RADEC
      12756.00  0.00      0.00
          0.00  6.798614  0.00 TOO
203  xx RV_RADEC
        -605.7922166 -5870.2295111  3493.0531990
      -1.568254290  -3.702348910  -6.479483950 TOO
203  xx RV_RADEC
        5036.7365297 -10806.6607967 -4534.6337839
       2.684385511   -5.759592004  -2.416809257 TOO
203  xx RV_RADEC
        5036.7365297 -10806.6607967 -4534.6337839
       2.684385511   -5.759592004  -2.416809257 TOO
203  xx RV_RADEC
       12756.0000000     0.0000000     0.0000000
       6.798514000  -0.000027259  -0.000003994 TOO
203  xx RV_RADEC
           0.0000000     0.0000000 12756.0000000
       -0.000003994   0.000000000   6.798514000 TOO
204  xx RV_TRADEC
      12756.00  0.00      0.00
          0.00  6.798614  0.00
       4066.716  -2847.545  3994.302 TOO
205  xx RV_RAZEL  lat     lon       alt     UT     Day Mon  Yr
     1779.0417270 -4941.7616192  4069.1015327
     2.083778524  -1.176645139   0.414773048
      39.007   -104.883  2.187 TOO
     1979  9 2 3  17  2.000000
     0.000000   18  0.000000  0.000000  0.000000
205  xx RV_RAZEL  lat     lon       alt     UT     Day Mon  Yr
     -5505.5048834    56.4491696  3821.8717260
     -2.201802746   1.136781263   1.484060439
      39.007   -104.883  2.187 TOO
     1995 5 20 3  17  2.000000
     0.000000  29  0.000000  0.000000  0.000000
205  xx RV_RAZEL  lat     lon       alt     UT     Day Mon  Yr
     -3034.1274768  4125.0704594  4140.4130370
      0.173156619  -2.766275906  -4.616534778
      37.800   -175.900  0.000 TOO
     2012 10 8 19   5  15.000000
     0.000000 32 0.000000  0.000000  0.000000
205  xx RV_RAZEL  lat     lon       alt     UT     Day Mon  Yr
      6924.1182700 -1113.1563993  2753.7399430
      6.520654141  -9.966333988  12.290661500
      29.800    -78.500 15.000 TOO
     2012 12 27 22  10  57.500000
     0.000000 32 0.000000  0.000000  0.000000
205  xx RV_RAZEL  lat     lon       alt     UT     Day Mon  Yr
    -12756.2872908    11.8954466    15.2894517
     -0.116528731 -10.570606786  -5.566039191
       0.000     80.0401 0.000 TOO
     2012 1 1    0   0  0.000000
     0.000000 32 0.000000  0.000000  0.000000
205  xx RV_RAZEL  lat     lon       alt     UT     Day Mon  Yr
      1775.5999279 -7527.0525138  7614.3271871
     4.855738811   4.700711164   4.970331036
      45.700     72.9  3610.00 TOO
     2012 11 15 10  24  30.000000
     0.000000 32 0.000000  0.000000  0.000000
205  xx RV_RAZEL  lat     lon       alt     UT     Day Mon  Yr
     23320.4413208 -8336.2454365 32993.4884444
     -1.203667310   3.257234561   1.621106845
      77.000     68.0     0.00 TOO
     2012 2 1 18   1  0.000000
     0.000000 32  0.000000  0.000000  0.000000
205  xx RV_RAZEL  r,v,lat     lon       alt     UT     Day Mon  Yr
     -30016.2457951 14998.0660052    58.8840152
     -2.204456897  -3.897766055   2.688391019
      77.000     68.0     0.00 TOO
     2012 2 1 18   1  0.000000
     0.000000 32  0.000000  0.000000  0.000000
206  xx RV_ELATLON
      12756.00  0.00      0.00
          0.00  6.798614  0.00 TOO
0   207  xx RVSEZ_RAZEL
0       0.0182965     0.0655308     0.0403975     0.0791266
0       0.0962701     0.1666685     0.2013948 TOO
0   207  xx RVSEZ_RAZEL
0       -0.0235178    -0.0235178     0.0332592     0.0470357
0        0.2831242     0.1506575    -0.5877343 TOO
0   207  xx RVSEZ_RAZEL
0        0.1674049    -0.0000000     0.1674049     0.2367462
0       -0.8468672    -1.1786567     1.6518851 TOO
0   207  xx RVSEZ_RAZEL
0       -0.0000000    -0.0000000     1.0000044     1.0000044
0        0.7040786     1.2194999     0.0000000 TOO
0   207  xx RVSEZ_RAZEL
0        0.0300774    -0.0119692     0.1369409     0.1407151
0       -0.7490089     0.6660222     0.1486337 TOO
0   207  xx RVSEZ_RAZEL
0        2.5845285     0.4623761     4.9137325     5.5712069
0       -0.3319557     0.0739467     0.1336243 TOO
0   207  xx RVSEZ_RAZEL
0       -0.3623081     0.2796248     0.2761454     0.5345218
0       -0.3191460    -0.7852064     0.0866149 TOO
0   207  xx RVSEZ_RAZEL
0       -0.3623081     0.2796248     0.2761454     0.5345218
0       -0.3191460    -0.7852064     0.0866149 TOO
208  xx RADEC_ELATLON
     294.98914583  -20.8234944 TOO
209  xx RADEC_AZEL
      294.98914583  -20.8234944   -35.000 39.007 TOO   x
210  xx GIBBS
     0.000000  0.000000  1.000000  1.000000
     0.000000 -0.700000 -0.800000  1.063015  0.000000  0.699670 -0.656745  0.959610   0
     0.000000  0.900000  0.500000  1.029563
210  xx GIBBS
     1.414225  0.000000  1.414202  2.000000
     1.810657  1.060669  0.310651  2.121320 -0.091254  0.312843 -0.533669  0.625300   0
     1.353540  1.414225 -0.646450  2.061553
210  xx GIBBS
      0.707113  0.000000  0.707101  1.000000
     -0.894979  0.565681 -0.949642  1.422252  0.000000  0.000000  0.000000  0.000000   1
     -0.094979 -0.565681 -0.894977  1.063015
210  xx GIBBS
      1.000000  0.000000  0.000000  1.000000
     -0.800000  0.600000  0.000000  1.000000 -0.600000 -0.800000  0.000000  1.000000   0
     0.800000 -0.600000  0.000000  1.000000
210  xx GIBBS
     0.207096  3.535528  1.207125  3.741657
     0.914201  4.949742  1.942347  5.395222  0.000000  0.000000  0.000000  0.000000   2
     1.621305  6.363955  2.621344  7.071068
210  xx GIBBS
      1.000000  0.000000  0.000000  1.000000
      0.000000  1.000000  0.000000  1.000000 -1.000000  0.000000  0.000000  1.000000   0
     -1.000000  0.000000  0.000000  1.000000
210  xx GIBBS
     7.000000  2.000000  0.000000  7.280110
     1.000000  1.000000  0.000000  1.414214  0.000000  0.000000  0.000000  0.000000   2
     2.000000  7.000000  0.000000  7.280110
210  xx GIBBS
      0.000000  2.700000  0.000000  2.700000
      2.970000  0.000000  0.000000  2.970000  0.058026 -0.580259  0.000000  0.583153   0
     -2.970000  0.000000  0.000000  2.970000
210  xx GIBBS
      0.000000  1.100000  0.000000  1.100000
     -1.212992 -2.057288  1.212992  2.678644  0.147548 -0.498558 -0.147548  0.540464   0
      0.000000 -3.300000  0.000000  3.300000
210  xx GIBBS
      0.000000  1.200000  0.000000  1.200000
     -1.212992 -2.157288  1.112992  2.713668  0.175211 -0.497436 -0.160767  0.551351   0
      0.000000 -3.400000  0.000000  3.400000
210  xx GIBBS
      1.200000  0.000000  0.000000
     -0.800000  0.000000  0.80012186
      0.000000  0.900000  0.000000
211  xx HERRGIBBS               sec from 0hr
      0.000000    1.100000    0.000000    43260.0000
     -1.212992   -2.057288    1.212992    47395.4800   -0.000000 -0.821443  0.000000  0.821443   0
      0.000000   -3.300000    0.000000    51530.9600
211  xx HERRGIBBS               sec from 0hr
      0.000000    1.200000    0.000000    41580.0000
     -1.212992   -2.157288    1.112992    45715.4500    0.003860 -0.777614 -0.003542  0.777631   0
      0.000000   -3.400000    0.000000    49790.9000
211  xx HERRGIBBS               sec from 0hr
     0.53618414  0.94382196  0.43658524      0.00000
     0.51957094  0.95496111  0.43247339     16.99170   0.003860 -0.777614 -0.003542  0.777631   0
     0.50281293  0.96583641  0.42824155     33.98650
211  xx HERRGIBBS               sec from 0hr
     0.53618414  0.94382196  0.43658524      0.00000
     0.46030868  0.99185440  0.41714307     76.47600   0.003860 -0.777614 -0.003542  0.777631   0
     0.38176536  1.03437523  0.39533848    153.03780
211  xx HERRGIBBS               sec from 0hr
      0.53618414  0.94382196  0.43658524      0.00000
     -1.04241241  0.71031097 -0.25535014   1639.70460   0.003860 -0.777614 -0.003542  0.777631   0
     -0.65533617 -1.15356018 -0.53360418   3756.96190
211  xx HERRGIBBS               sec from 0hr
     0.207096    3.535528    1.207125       254.17
     0.914201    4.949742    1.942347       339.52     0.000000  0.000000  0.000000   2
     1.621305    6.363955    2.621344       427.11
211  xx HERRGIBBS               sec from 0hr
      1.200000    0.000000    0.000000         0.0
     -0.800000    0.000000    0.80012186   36000.0
      0.000000    0.900000    0.000000     72000.0
212  xx LAMBERTUNIV
     0.500000  0.600000  0.700000               -0.122982  1.192161 -0.172175
     0.000000 -1.000000  0.000000     20.0000 L  0.669870  0.480483  0.937817
     20.0000 L N
212  xx LAMBERTUNIV
     0.300000  0.700000  0.400000                0.732624 -0.104733  0.976832
     0.600000 -1.400000  0.800000      5.0000 S -0.343869 -0.104733 -0.458492
      5.0000 S N
212  xx LAMBERTUNIV
     0.500000  0.600000  0.700000               -0.405367 -0.942813 -0.567514
     0.000000  1.000000  0.000000      1.2000 L  0.228187  1.146404  0.319461
     1.2000 L N
212  xx LAMBERTUNIV
     -0.200000  0.600000  0.300000               -0.161670  1.437742  0.718871
      0.400000  1.200000  0.600000     50.0000 S -0.161670 -0.961376 -0.480688
      50.0000 S N
212  xx LAMBERTUNIV
     1.000000  0.000000  0.000000                0.000000  0.000000  0.000000
     0.000000  1.000000  0.000000      0.0001 S  0.000000  0.000000  0.000000
      0.0001 S N
212  xx LAMBERTUNIV
    -0.400000  0.600000 -1.201000                0.255107 -0.382660 -0.573878
     0.200000 -0.300000  0.600000      5.0000 S -0.729215  1.093822  0.492026
       5.0000 S N
212  xx LAMBERTUNIV
     0.500000  0.600000  0.700000               -0.630879 -1.114246 -0.883231
     0.000000  1.000000  0.000000      0.9668 L  0.178595  1.555092  0.250033
      0.9668 L N
212  xx LAMBERTUNIV
     0.500000  0.600000  0.700000               -0.361380  0.769668 -0.505932
     0.000000  1.000000  0.000000      0.9668 S -0.601662 -0.022690 -0.842327
       0.9668 S N
212  xx LAMBERTUNIV
     1.200000  0.000000  0.000000                0.749786  0.709079  0.000000
     0.000000  2.000000  0.000000     10.0000 S -0.425447 -0.466155  0.000000
       10.0000 S N
212  xx LAMBERTUNIV
     4.000000  0.000000  0.000000                0.000000  0.000000  0.000000
    -2.000000  0.000000  0.000000     10.0000 S  0.000000  0.000000  0.000000
       10.00000 S N
212  xx LAMBERTUNIV
     2.000000  0.000000  0.000000                0.308330  0.715738  0.000000
    -2.000000 -0.200000  0.000000     20.0000 L  0.377841 -0.677954  0.000000
       20.00000 L N
212  xx LAMBERTUNIV
     1.000000  0.000000  0.000000                0.362854  1.008741  1.008741
     1.000000  1.000000  1.000000      1.0922 S -0.209494  0.799247  0.799247
        1.0922 S N
212  xx LAMBERTUNIV
     1.000000  0.000000  0.000000                0.062079  0.999036  0.999036
     1.000000  0.125000  0.125000      0.1250 S -0.061131  0.991395  0.991395
      0.1250 S N
212  xx LAMBERTUNIV    423
     1.050000    0.000000    0.000000
    -3.65171978 -2.00172677  0.000000     10.0000 S
       10.0000 S N
212  xx LAMBERTUNIV    423
     1.050000    0.000000    0.000000
    -3.76764653  1.77400005  0.000000      2.0000 S
       2.0000 S N
212  xx LAMBERTUNIV    423
     1.050000    0.000000    0.000000
     3.97397194  1.24178724  0.000000     35.0000 S
      35.00000 S N
212  xx LAMBERTUNIV    Prob 6-5
     2.500000    0.000000    0.000000
     1.9151111   1.6069690   0.000000     5.651881359 S
      5.651881359 S N
213  xx LAMBERTBATTIN
     0.300000  0.700000  0.400000                0.732624 -0.104733  0.976832
     0.600000 -1.400000  0.800000      5.0000 S -0.343869 -0.104733 -0.458492
     5.0000 S N
213  xx LAMBERTBATTIN    Prob 6-5
     2.500000    0.000000    0.000000
     1.9151111   1.6069690   0.000000     5.651881359 S
      5.651881359 S N
214  xx TARGET   lat        lon       alt km     Tlat      TLon       Q  TypePhi
    47.3000  -111.1600  0.0000000   43.3000    61.0000   0.870 H
214  xx TARGET   lat        lon       alt km     Tlat      TLon       Q  TypePhi
    47.4900  -111.3100  100.00000   55.7500    37.7000   0.870 B
214  xx TARGET   lat        lon       alt km     Tlat      TLon       Q  TypePhi
    47.4900  -111.3100  100.00000   68.9800    33.1300   0.870 B
214  xx TARGET   lat        lon       alt km     Tlat      TLon       Q  TypePhi
    47.4900  -111.3100  100.00000   32.9000    13.1800   0.870 B
214  xx TARGET   lat        lon       alt km     Tlat      TLon       Q  TypePhi
    48.2400  -101.2900  100.00000   55.7500    37.7000   0.870 B
214  xx TARGET   lat        lon       alt km     Tlat      TLon       Q  TypePhi
    48.2400  -101.2900  100.00000   68.9800    33.1300   0.870 B
214  xx TARGET   lat        lon       alt km     Tlat      TLon       Q  TypePhi
    48.2400  -101.2900  100.00000   32.9000    13.1800   0.870 B
214  xx TARGET   lat        lon       alt km     Tlat      TLon       Q  TypePhi
    38.7700   -93.7300  100.00000   55.7500    37.7000   0.870 B
214  xx TARGET   lat        lon       alt km     Tlat      TLon       Q  TypePhi
